ID,Group Name,User Name,Facebook Id,Likes at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,URL,Message,unicode,Translation,remark,cdm
p20210215_20210221_0159,2021အရေးတောျပုံ အောငျရမညျ,,1259556904081616,103412,2021-02-16 21:49:11 MMT,Status,775,33,225,10,3,242,0,0,0,https://www.facebook.com/groups/1259556904081616/permalink/3609466892423927,တပ်မတော်ကိုထောက်ခံသော သန်းလေးဆယ်ဆိုသည်မှာ ခွေးသန်းများသာဖြစ်ကြောင်း 😂😂😂 #credit,တပ်မတော်ကိုထောက်ခံသော သန်းလေးဆယ်ဆိုသည်မှာ ခွေးသန်းများသာဖြစ်ကြောင်း 😂😂😂 #credit,Forty million of the Tatmadaw are the only 4 million dogs 😂😂😂 #credit,,
p20210215_20210221_0160,"ဓနုဖွူ မတျပဲ, စပါး တောငျသူမြားစုံဆညျးရာ",,1.69E+15,97209,2021-02-18 14:29:35 MMT,Native Video,424,10,99,14,0,1,0,0,0,https://www.facebook.com/groups/1690431714554320/permalink/2802506593346821,,,#VALUE!,,
p20210215_20210221_0161,ထွန်စက်တွေ ရောင်းကြမယ် ဝယ်ကြမယ်,,1.16E+15,53078,2021-02-18 15:01:01 MMT,Photo,638,10,151,3,1,6,0,0,0,https://www.facebook.com/groups/1157689587687230/permalink/3532026216920210,👉 #ဒီတခါ အလွည့္က်တဲ့ အတြဲကေတာ့... ဘိုင္ဒန္� .........? အာရွကိုတ႐ုတ္၏ ၾသဇာလႊမ္းမိုးမွုရန္မွ ကာကြယ္ရန္ဆိုတဲ့ အေၾကာင္းျပခ်က္နဲ႔.... ေတာင္တ႐ုတ္ပင္လယ္မွာ စစ္ေရးျပင္ဆင္မွု အရွိန္ျမႇင့္တက္ေနပါၿပီ။ 👉 အေမရိကန္ေလယာဥ္တင္သေဘၤာအုပ္စုေတြအသင့္အေနအထားမွာရွိေနသလို.. စစ္လက္နက္ ပစၥည္းအေျမႇာက္ အမ်ားတင္ေဆာင္လာတဲ့ စစ္သေဘၤာေတြဟာလည္း ေတာင္တ႐ုတ္ပင္လယ္ဆီကို ဦးတည္ေမာင္းႏွင္လာၿပီျဖစ္သလို.... ျပင္သစ္ေရတပ္ရဲ့ အႀကီးဆုံးေရ ငုတ္သေဘၤာနဲ႔ ၿဗိတိသၽွေလယာဥ္တင္ သေဘၤာေတြဟာလဲ ေတာင္တ႐ုတ္ပင္လယ္မွာ တိုက္ပြဲဝင္ဖို့ အသင့္အေနအထားနဲ႔ ျပင္ဆင္ထားၿပီးျဖစ္ေနပါၿပီ..။ 👉 ဂ်ပန္၊ ေတာင္ကိုရီးယားနဲ႔ အိႏၵိယ ေရတပ္တို့လည္းပူးေပါင္းပါဝင္ဖို့အတြက္ တပ္လွန္႔ထားၿပီးျဖစ္ေၾကာင္းနဲ႔... အေမရိကန္နိုင္ငံအပါဝင္ ကမၻာ့နိုင္ငံမ်ား၏ အမ်ိဳးသားအက်ိဳးစီးပြားကို ၿခိမ္းေျခာက္သူအျဖစ္.. မင္းေအာင္လွိုင္အား CCNမွာ ေၾကျငာၿပီးေနာက္... ျမန္မာျပည္စစ္ေကာင္စီကို စစ္ေရးအရဝင္ေရာက္တိုက္ခိုက္ဖို့ ျပင္ဆင္လာတဲ့အေပၚမွာ.... အိႏၵိယအပါဝင္ ၾသစေၾတးလ် နဲ႔ဂ်ပန္ ေတာင္ကိုရီယားတို့က မဟာမိတ္အျဖစ္ အေမရိကန္နဲ႔ ပူးေပါင္းေဆာင္ရြက္သြားမယ္လို့ ဆိုထားပါတယ္။ 👉 ဒီမိုကရက္ လႊတ္ေတာ္အမတ္ေတြနဲ႔ ရီဘာပလစ္ကန္လႊတ္ေတာ္အမတ္ေတြအားလုံးရဲ့ သေဘာတူညီမွုကို အေမရိကန္သမၼတဘိုင္ဒန္က ရရွိထားၿပီးျဖစ္သလို.... နိုင္ငံတကာသတင္းနဲ႔ လူမွုကြန္ယက္စာမ်က္ႏွာေတြေပၚက.. ျမန္မာျပည္သူေတြရဲ့စစ္ေရးအရအကူအညီေပးဖို့ ေတာင္းဆိုမွုေတြကိုပါ ရရွိထားတဲ့အတြက္... Us စစ္တပ္အေနနဲ႔ ဘိုင္ဒန္ရဲ့ အမိန္႔ကို ေစာင့္ေနတယ္လို့...ဆိုပါတယ္။ 👉 ဒီရက္ပိုင္းအတြင္းမွာပဲ တိက်တဲ့ တုန္႔ျပန္မွုကို သိရမယ္လို့ သိထားသလို... 👉 အေမရိကားမွာေတာ့ စစ္အုပ္စုနဲ႔ပတ္သတ္တဲ့ ျမန္မာေတြကို FBI မွ ေခၚယူစစ္ေဆးမွုေတြ လုပ္ေနၿပီး.. အျမဲတမ္းေနထိုင္ခြင့္ရသူေတြအပါဝင္... ျမန္မာစစ္တပ္နဲ႔ ပတ္သတ္ေနသူေတြအားလုံးရဲ့ ဘဏ္ေငြစာရင္းေတြကိုလည္းထိန္ခ်ဳပ္လိုက္ပါတယ္။ Green Card ကိုင္ေဆာင္ထားသူေတြကိုပါ.... Card ျပန္လည္ ႐ုပ္သိမ္ဖို့အထိ ရွိေနတယ္လို့.... အေမရိကားသတင္းဌာနက ေဖာ္ျပထားပါတယ္။ ဘာပဲျဖစ္ျဖစ္ ဒီလိုသတင္းေတြကို ဒီအခ်ိန္မွာ ၾကားရေတာ့... ေရနစ္ေနသူအတြက္ ေကာက္ရိုးတမၽွင္ဟာ (truncated),👉 #ဒီတခါ အလွည့္က်တဲ့ အတြဲကေတာ့... ဘိုင္ဒန္� .........? အာရွကိုတ႐ုတ္၏ ၾသဇာလႊမ္းမိုးမွုရန္မွ ကာကြယ္ရန္ဆိုတဲ့ အေၾကာင္းျပခ်က္နဲ႔.... ေတာင္တ႐ုတ္ပင္လယ္မွာ စစ္ေရးျပင္ဆင္မွု အရွိန္ျမႇင့္တက္ေနပါၿပီ။ 👉 အေမရိကန္ေလယာဥ္တင္သေဘၤာအုပ္စုေတြအသင့္အေနအထားမွာရွိေနသလို.. စစ္လက္နက္ ပစၥည္းအေျမႇာက္ အမ်ားတင္ေဆာင္လာတဲ့ စစ္သေဘၤာေတြဟာလည္း ေတာင္တ႐ုတ္ပင္လယ္ဆီကို ဦးတည္ေမာင္းႏွင္လာၿပီျဖစ္သလို.... ျပင္သစ္ေရတပ္ရဲ့ အႀကီးဆုံးေရ ငုတ္သေဘၤာနဲ႔ ၿဗိတိသၽွေလယာဥ္တင္ သေဘၤာေတြဟာလဲ ေတာင္တ႐ုတ္ပင္လယ္မွာ တိုက္ပြဲဝင္ဖို့ အသင့္အေနအထားနဲ႔ ျပင္ဆင္ထားၿပီးျဖစ္ေနပါၿပီ..။ 👉 ဂ်ပန္၊ ေတာင္ကိုရီးယားနဲ႔ အိႏၵိယ ေရတပ္တို့လည္းပူးေပါင္းပါဝင္ဖို့အတြက္ တပ္လွန္႔ထားၿပီးျဖစ္ေၾကာင္းနဲ႔... အေမရိကန္နိုင္ငံအပါဝင္ ကမၻာ့နိုင္ငံမ်ား၏ အမ်ိဳးသားအက်ိဳးစီးပြားကို ၿခိမ္းေျခာက္သူအျဖစ္.. မင္းေအာင္လွိုင္အား CCNမွာ ေၾကျငာၿပီးေနာက္... ျမန္မာျပည္စစ္ေကာင္စီကို စစ္ေရးအရဝင္ေရာက္တိုက္ခိုက္ဖို့ ျပင္ဆင္လာတဲ့အေပၚမွာ.... အိႏၵိယအပါဝင္ ၾသစေၾတးလ် နဲ႔ဂ်ပန္ ေတာင္ကိုရီယားတို့က မဟာမိတ္အျဖစ္ အေမရိကန္နဲ႔ ပူးေပါင္းေဆာင္ရြက္သြားမယ္လို့ ဆိုထားပါတယ္။ 👉 ဒီမိုကရက္ လႊတ္ေတာ္အမတ္ေတြနဲ႔ ရီဘာပလစ္ကန္လႊတ္ေတာ္အမတ္ေတြအားလုံးရဲ့ သေဘာတူညီမွုကို အေမရိကန္သမၼတဘိုင္ဒန္က ရရွိထားၿပီးျဖစ္သလို.... နိုင္ငံတကာသတင္းနဲ႔ လူမွုကြန္ယက္စာမ်က္ႏွာေတြေပၚက.. ျမန္မာျပည္သူေတြရဲ့စစ္ေရးအရအကူအညီေပးဖို့ ေတာင္းဆိုမွုေတြကိုပါ ရရွိထားတဲ့အတြက္... Us စစ္တပ္အေနနဲ႔ ဘိုင္ဒန္ရဲ့ အမိန္႔ကို ေစာင့္ေနတယ္လို့...ဆိုပါတယ္။ 👉 ဒီရက္ပိုင္းအတြင္းမွာပဲ တိက်တဲ့ တုန္႔ျပန္မွုကို သိရမယ္လို့ သိထားသလို... 👉 အေမရိကားမွာေတာ့ စစ္အုပ္စုနဲ႔ပတ္သတ္တဲ့ ျမန္မာေတြကို FBI မွ ေခၚယူစစ္ေဆးမွုေတြ လုပ္ေနၿပီး.. အျမဲတမ္းေနထိုင္ခြင့္ရသူေတြအပါဝင္... ျမန္မာစစ္တပ္နဲ႔ ပတ္သတ္ေနသူေတြအားလုံးရဲ့ ဘဏ္ေငြစာရင္းေတြကိုလည္းထိန္ခ်ဳပ္လိုက္ပါတယ္။ Green Card ကိုင္ေဆာင္ထားသူေတြကိုပါ.... Card ျပန္လည္ ႐ုပ္သိမ္ဖို့အထိ ရွိေနတယ္လို့.... အေမရိကားသတင္းဌာနက ေဖာ္ျပထားပါတယ္။ ဘာပဲျဖစ္ျဖစ္ ဒီလိုသတင္းေတြကို ဒီအခ်ိန္မွာ ၾကားရေတာ့... ေရနစ္ေနသူအတြက္ ေကာက္ရိုးတမၽွင္ဟာ (truncated),"👉 # This is the turn of the one ... Biden � ... Asia to protect Asia to protect China, the military has accelerated in the South China Sea. 👉 The US Aircraft carrier is located to the South China Sea, and the French navy is ready to fight in the South China Sea. Japan South Korea and the Indian navy have also been in a state of threat to the United States of the United States, as a threat to the United States of the United States in the CCN, ""he said. The agreement was reached by the Democratic Parliament and the Agreement of the Robe Parliamentarians, and the US army was waiting for the military's military or social assistance. ◆ In the United States, the FBI has been investigated by the FBI in the United States in the United States and the permanent residents are involved in the bank's bank accounts. It 's a good thing to have a good time. Whatever the case, the straw is a straw for drowning.",,
p20210215_20210221_0162,စိုကျပြိုးရေး ပညာရပျ နှင့ျ ဆောငျးပါးမြား,,400945050344925,281607,2021-02-19 12:49:25 MMT,Photo,1674,0,318,128,2,6,0,0,6,https://www.facebook.com/groups/400945050344925/permalink/1120786505027439,,,#VALUE!,,
p20210215_20210221_0163,စိုက်ပျိုးရေး သတင်းနှင့် နည်းပညာ,,635084850181483,261248,2021-02-21 18:25:05 MMT,Native Video,440,0,159,7,0,0,0,0,0,https://www.facebook.com/groups/635084850181483/permalink/1333482403675054,,,#VALUE!,,
p20210215_20210221_0164,စီးပွားဖြစ်စိုက်ပျိုးရေး နှင့် မွေးမြူးရေး စုံစည်းရာ,,290540958174909,25878,2021-02-16 10:13:07 MMT,Photo,205,7,22,5,1,2,0,0,1,https://www.facebook.com/groups/290540958174909/permalink/851476692081330,,,#VALUE!,,
p20210215_20210221_0165,ထွန်စက်သမားများ ဆုံစည်းရာ,,615264345684951,75540,2021-02-20 14:58:39 MMT,Photo,657,1,106,5,1,1,1,0,0,https://www.facebook.com/groups/615264345684951/permalink/852384721972911,,,#VALUE!,,
p20210215_20210221_0166,"ဓနုဖွူ မတျပဲ, စပါး တောငျသူမြားစုံဆညျးရာ",,1.69E+15,98399,2021-02-21 12:59:26 MMT,Photo,874,26,225,10,11,2,9,0,0,https://www.facebook.com/groups/1690431714554320/permalink/2804036413193839,,,#VALUE!,,
p20210215_20210221_0167,စိုက်ပျိုးရေး နည်းပညာစနစ်သစ် အတွေကြုံ များမျှဝေနိုင်,,1628446194055226,293403,2021-02-18 14:18:56 MMT,Photo,543,5,181,6,0,3,10,0,2,https://www.facebook.com/groups/1628446194055226/permalink/2941043626128803,,,#VALUE!,,
p20210215_20210221_0168,သစ်ခွမျိုးစုံနှင့်ပန်းချစ်သူတို့ပျော်စံရာ,,2312857865628071,65092,2021-02-17 09:32:47 MMT,Photo,660,82,21,97,5,1,0,0,5,https://www.facebook.com/groups/2312857865628071/permalink/2910489302531588,😘😘😘,😘😘😘,😘😘😘,,
p20210215_20210221_0169,"ဓနုဖွူ မတျပဲ, စပါး တောငျသူမြားစုံဆညျးရာ",,1.69E+15,98399,2021-02-21 12:59:39 MMT,Status,1828,42,97,4,1,0,0,0,0,https://www.facebook.com/groups/1690431714554320/permalink/2804028389861308,,,#VALUE!,,
p20210215_20210221_0170,တီထွင်ဖန်တီး စိုက်ပျိုးနည်းများ မျှဝေရာ,,881117928599328,218336,2021-02-21 19:11:11 MMT,Photo,716,4,258,4,1,6,12,0,0,https://www.facebook.com/groups/881117928599328/permalink/3982949345082822,,,#VALUE!,,
p20210215_20210221_0171,ထွန်စက်သမားများ ဆုံစည်းရာ,,615264345684951,75491,2021-02-15 11:57:56 MMT,Photo,625,29,78,8,4,13,1,0,3,https://www.facebook.com/groups/615264345684951/permalink/849118942299489,,,#VALUE!,,
p20210215_20210221_0172,တီထွင်ဖန်တီး စိုက်ပျိုးနည်းများ မျှဝေရာ,,881117928599328,218334,2021-02-19 13:23:41 MMT,Photo,554,12,218,1,9,2,149,120,2,https://www.facebook.com/groups/881117928599328/permalink/3977025802341843,,,#VALUE!,,
p20210215_20210221_0173,မြန်မာ့ သရက် ဈေးကွက် နှင့် နည်းပညာ ဖွံ့ဖြိုး တိုးတက်ရေး အဖွဲ့,,984678904928141,84825,2021-02-19 00:10:23 MMT,Native Video,178,12,15,24,1,0,0,0,0,https://www.facebook.com/groups/984678904928141/permalink/4048685325194135,,,#VALUE!,,
p20210215_20210221_0174,"ဓနုဖွူ မတျပဲ, စပါး တောငျသူမြားစုံဆညျးရာ",,1.69E+15,97190,2021-02-17 10:35:08 MMT,Native Video,341,1,132,4,0,0,0,0,1,https://www.facebook.com/groups/1690431714554320/permalink/2801666600097487,,,#VALUE!,,
p20210215_20210221_0175,ဆန်စက်ပြုပြင်တပ်ဆင်ရေး (kse...),,999698643422476,22058,2021-02-21 18:03:00 MMT,Status,210,0,71,2,0,0,0,0,0,https://www.facebook.com/groups/999698643422476/permalink/3773952419330404,၂၂.၂.၂၀၂၁ ကွေ့ ရှောင် ပြန်စု ရန် မပြုနဲ့ ငြိမ်းချမ်းတဲ့အသွင် ကမ္ဘာ မြင်လိမ့်မယ်။,၂၂.၂.၂၀၂၁ ကွေ့ ရှောင် ပြန်စု ရန် မပြုနဲ့ ငြိမ်းချမ်းတဲ့အသွင် ကမ္ဘာ မြင်လိမ့်မယ်။,22.2.2021 Don't let go back to the peaceful world.,,
p20210215_20210221_0176,စိုက်ပျိုးရေးအသိပညာ မျှဝေရေး,,198033530405948,97260,2021-02-19 19:25:13 MMT,Photo,815,8,76,56,0,0,0,0,2,https://www.facebook.com/groups/198033530405948/permalink/1526180934257861,မန္တလေး CDM အင်ဂျင်နီယာများအား လေးစားဂုဏ်ပြုအပ်ပါသည်။,မန္တလေး CDM အင်ဂျင်နီယာများအား လေးစားဂုဏ်ပြုအပ်ပါသည်။,We have respect for Mandalay CDM engineers.,,
p20210215_20210221_0177,ထွန်စက်သမားများဆုံစည်းရာ,,2095820457338518,42701,2021-02-21 22:40:25 MMT,Photo,245,2,17,1,0,2,1,0,0,https://www.facebook.com/groups/2095820457338518/permalink/2833194013601155,ကုိလူမင္းအတြက္အေရးႀကီးတဲ့အခ်ိန္ေရာက္ေနျပီအားေပးမဲ့သူ ရွိေသးလားအားေပးမယ္ ဝုိင္းရံမယ္ဆုိ ေအာက္က -link ေလးနိပ္ျပီ join ေပးပါ 👇👇👇👇👇👇👇👇👇👇👇👇👇👇 https://www.facebook.com/groups/1274828232888062/?ref=share,ကိုလူမင်းအတွက်အရေးကြီးတဲ့အချိန်ရောက်နေပြီအားပေးမဲ့သူ ရှိသေးလားအားပေးမယ် ဝိုင်းရံမယ်ဆို အောက်က -link လေးနိပ်ပြီ join ပေးပါ 👇👇👇👇👇👇👇👇👇👇👇👇👇👇 https://www.facebook.com/groups/1274828232888062/?ref=share,"Give me the point of encouragement to be the only one who is very important to you, please join the following: https://www.facebook.com/groupBook//wref=Share",content not available,
p20210215_20210221_0178,Online ဆန်ကုန်စည်ဒိုင်,,792679867419579,37209,2021-02-17 19:22:48 MMT,Photo,211,8,29,2,0,1,0,0,0,https://www.facebook.com/groups/792679867419579/permalink/4008894339131433,ဆန်ပွဲရုံများ ဆန်စက်ပိုင်များ ဆန်ပွဲရုံမိသားစု များအားလုံးစုပေါင်း၍ CDM ပူးပေါင်းပါ ဝင်သောဝန်ထမ်းများအားထောက်ပံပေး ရန် ပြည်နယ်နှင့်တိုင်းအသီးသီးရှိ ဆန်ပွဲရုံ မိသားစုတွေအစည်အဝေးပြုလုပ်ကြပါရန် တိုက်တွန်းအပ်ပါသည်,ဆန်ပွဲရုံများ ဆန်စက်ပိုင်များ ဆန်ပွဲရုံမိသားစု များအားလုံးစုပေါင်း၍ CDM ပူးပေါင်းပါ ဝင်သောဝန်ထမ်းများအားထောက်ပံပေး ရန် ပြည်နယ်နှင့်တိုင်းအသီးသီးရှိ ဆန်ပွဲရုံ မိသားစုတွေအစည်အဝေးပြုလုပ်ကြပါရန် တိုက်တွန်းအပ်ပါသည်,The rice festivals are encouraged to provide a remote to the family of rice and ethnic families in different states and region to support CDM families.,,
p20210215_20210221_0179,ပဲဈေးကွက်အခြေအနေ,,457477511110070,150818,2021-02-18 13:31:28 MMT,Photo,1240,13,145,15,5,2,1,0,0,https://www.facebook.com/groups/457477511110070/permalink/1600443513480125,,,#VALUE!,,
p20210215_20210221_0180,"ဓနုဖွူ မတျပဲ, စပါး တောငျသူမြားစုံဆညျးရာ",,1.69E+15,97271,2021-02-20 14:03:24 MMT,Photo,1005,5,124,10,0,1,0,0,0,https://www.facebook.com/groups/1690431714554320/permalink/2803860163211464,,,#VALUE!,,
p20210215_20210221_0181,ရိတ်ချွေ သမားများ ဆုံဆည်းရာ,,1682928431990173,77929,2021-02-15 11:45:57 MMT,Link,249,4,29,4,0,1,0,0,1,https://www.facebook.com/groups/1682928431990173/permalink/2947856128830724,,,#VALUE!,,
p20210215_20210221_0182,ရိတ်ချွေ သမားများ ဆုံဆည်းရာ,,1682928431990173,77906,2021-02-19 22:20:53 MMT,Photo,535,24,40,10,2,0,217,1,1,https://www.facebook.com/groups/1682928431990173/permalink/2951287448487592,,,#VALUE!,,
p20210215_20210221_0183,2021အရေးတောျပုံ အောငျရမညျ,,1259556904081616,103401,2021-02-15 16:10:29 MMT,Status,862,43,123,22,1,8,0,0,1,https://www.facebook.com/groups/1259556904081616/permalink/3606373716066578,တကယ်ကျေးဇူးအများကြီးတင်ပါတယ်ဗျာ 🙏🙏🙏 CDM ဝန်ထမ်း များသည်တိုင်းပြည်ကိုကယ်တင်နေသောကျေးဇူးရှင်များဖြစ်ကြပါသည် သဘောတူပါကမိမိဝေါပေါ်တွင်ကူးရေးပါ,တကယ်ကျေးဇူးအများကြီးတင်ပါတယ်ဗျာ 🙏🙏🙏 CDM ဝန်ထမ်း များသည်တိုင်းပြည်ကိုကယ်တင်နေသောကျေးဇူးရှင်များဖြစ်ကြပါသည် သဘောတူပါကမိမိဝေါပေါ်တွင်ကူးရေးပါ,Thank you very much 🙏🙏🙏 CDM employees are the ones who saves the country.,,
p20210215_20210221_0184,တီထွင်ဖန်တီး စိုက်ပျိုးနည်းများ မျှဝေရာ,,881117928599328,218332,2021-02-17 14:49:08 MMT,Photo,319,58,104,3,6,487,1,0,0,https://www.facebook.com/groups/881117928599328/permalink/3971994876178269,,,#VALUE!,,
p20210215_20210221_0185,Online ဆန်ကုန်စည်ဒိုင်,,792679867419579,37244,2021-02-20 20:10:27 MMT,Photo,200,3,58,1,0,0,0,0,0,https://www.facebook.com/groups/792679867419579/permalink/4016361235051410,,,#VALUE!,,
p20210215_20210221_0186,တီထွင်ဖန်တီး စိုက်ပျိုးနည်းများ မျှဝေရာ,,881117928599328,218336,2021-02-21 19:31:02 MMT,Photo,386,41,80,6,1,3,336,2,1,https://www.facebook.com/groups/881117928599328/permalink/3982986678412422,,,#VALUE!,,
p20210215_20210221_0187,သဈခှနှငျ့ပနျးအလှကမ်ဘာ,,635825220096784,45650,2021-02-18 22:52:05 MMT,Photo,452,64,5,103,0,0,0,0,5,https://www.facebook.com/groups/635825220096784/permalink/1402007980145167,ညချမ်းလေးမှာအေးချမ်းစွာအိပ်စက်အနားယူနိုင်ကြပါစေရှင်,ညချမ်းလေးမှာအေးချမ်းစွာအိပ်စက်အနားယူနိုင်ကြပါစေရှင်,May the night be resting in the evening,,
p20210215_20210221_0188,စိုကျပြိုးရေး ပညာရပျ နှင့ျ ဆောငျးပါးမြား,,400945050344925,281607,2021-02-19 12:50:39 MMT,Status,213,0,114,1,3,3,0,0,2,https://www.facebook.com/groups/400945050344925/permalink/1120786875027402,"မေး- ဘာလို့ မြစ်ကြီးနားနဲ့မန်းလေးကို အရမ်းတွေ မုန်းပီး ဒင်းတို့ကဖြစ်နေရတာလဲ ဟင် ? (ဒီမေးခွန်းကို မေးနေကြတဲ့ လူတွေတော်တော်တွေ့ရပါတယ်) ​ ဖြေ- မအလ တွေ နဲ့ ပေါက်ဖော် တွေရဲ့ အကြံက မြစ်ကြီးနားက သူ့ဟာသူနေနေတာ ။ ကချင်စစ်တပ်တွေကလဲ ဘာမှ လာလုပ်နေတာ မဟုတ်ဘူး အဲ့ဒါကို စစ်တပ်က ရန် သွားသွားစနေတာ ၁-ကချင် စစ်တပ် နဲ့ မအလ စစ်တပ်နဲ့ စစ်ဖြစ် ( တရုတ်ကြီးကမအလကို ထောက်ပံ့ပေး) ၂- ကချင် တပ်ကို ဝတပ်နဲ့ မအလတပ်ကြားညှပ်အောင် လုပ်( ဝတပ်ကလဲ တရုတ်ဘဲ ထောက်ပံ့ထားတာဘဲလေ) ၃-ပြီးရငိ နိုင်ငံရေးဆူပူမှုကြောင့်ပါဆိူပြီး ကချင်ကို မအလ သိမ်း ( internal affair ဆိုပြီးတရုတ်က ဖြစ်အောင် လုပ်နေတာ) Reason >> internal affair ဆို ဘယ်နိုင်ငံမှဝင်ကူလို့မရတော့ဘူး ( US လဲမရပါ။ ASEAN လဲမရပါ)။China နဲ့ Russia ကလဲ UN မှာ ဝင် ကတည်းက မြန်မာနိုင်ငံကိစ္စက ""internal affair”ပါဆိုပြီး အတင်းခေါင်းစဉ်တက်နေတာပါ ၄- ပြီးရင်တရုတ်ကြီးတို့ ကျောက်စိမ်းရော, မြစ်စုံရော ရှင်းရှင်းပြောရရင် ကချင် တစ်ခုလုံးကို သူတို့က ပါးရိုက်ပြီးယူသွားလို့ရပြီ Mandalay ကတော့ မြစ်ကြီးနားကို စစ်ကြောင်းသွားရမဲ့ လမ်းပေါ်မှာ ရှိနေလို့ပါ ။ အလွယ်ကူဆုံးနဲ့ အမြန်ဆုံးလမ်းပါ။အဲ့ဒါကြောင့် ရှယ်ထိန်းနေတာပါ Copy paste ယူသွားပါ ။ မအလ တရုတ်ရဲ့ ဘာတွေအကွက်ချခံနေရသလဲဆိုတာ သိအောင်ပါ ။ သူလဲသိလောက်ပါတယ် ။ မထူးဇာတ်ခင်းနေတာနေမှာပါ။ Save Myanmar","မေး- ဘာလို့ မြစ်ကြီးနားနဲ့မန်းလေးကို အရမ်းတွေ မုန်းပီး ဒင်းတို့ကဖြစ်နေရတာလဲ ဟင် ? (ဒီမေးခွန်းကို မေးနေကြတဲ့ လူတွေတော်တော်တွေ့ရပါတယ်) ​ ဖြေ- မအလ တွေ နဲ့ ပေါက်ဖော် တွေရဲ့ အကြံက မြစ်ကြီးနားက သူ့ဟာသူနေနေတာ ။ ကချင်စစ်တပ်တွေကလဲ ဘာမှ လာလုပ်နေတာ မဟုတ်ဘူး အဲ့ဒါကို စစ်တပ်က ရန် သွားသွားစနေတာ ၁-ကချင် စစ်တပ် နဲ့ မအလ စစ်တပ်နဲ့ စစ်ဖြစ် ( တရုတ်ကြီးကမအလကို ထောက်ပံ့ပေး) ၂- ကချင် တပ်ကို ဝတပ်နဲ့ မအလတပ်ကြားညှပ်အောင် လုပ်( ဝတပ်ကလဲ တရုတ်ဘဲ ထောက်ပံ့ထားတာဘဲလေ) ၃-ပြီးရငိ နိုင်ငံရေးဆူပူမှုကြောင့်ပါဆိူပြီး ကချင်ကို မအလ သိမ်း ( internal affair ဆိုပြီးတရုတ်က ဖြစ်အောင် လုပ်နေတာ) Reason >> internal affair ဆို ဘယ်နိုင်ငံမှဝင်ကူလို့မရတော့ဘူး ( US လဲမရပါ။ ASEAN လဲမရပါ)။China နဲ့ Russia ကလဲ UN မှာ ဝင် ကတည်းက မြန်မာနိုင်ငံကိစ္စက ""internal affair”ပါဆိုပြီး အတင်းခေါင်းစဉ်တက်နေတာပါ ၄- ပြီးရင်တရုတ်ကြီးတို့ ကျောက်စိမ်းရော, မြစ်စုံရော ရှင်းရှင်းပြောရရင် ကချင် တစ်ခုလုံးကို သူတို့က ပါးရိုက်ပြီးယူသွားလို့ရပြီ Mandalay ကတော့ မြစ်ကြီးနားကို စစ်ကြောင်းသွားရမဲ့ လမ်းပေါ်မှာ ရှိနေလို့ပါ ။ အလွယ်ကူဆုံးနဲ့ အမြန်ဆုံးလမ်းပါ။အဲ့ဒါကြောင့် ရှယ်ထိန်းနေတာပါ Copy paste ယူသွားပါ ။ မအလ တရုတ်ရဲ့ ဘာတွေအကွက်ချခံနေရသလဲဆိုတာ သိအောင်ပါ ။ သူလဲသိလောက်ပါတယ် ။ မထူးဇာတ်ခင်းနေတာနေမှာပါ။ Save Myanmar","Q: Why did you hate Myitkyina and Mann? (There are many people who are asked by the question): The Kachin army is not doing anything, and the Kachin army has been fighting the Kachin army (Chinese troops) and the Kachin army (China supports the Kachin army). The Affair is unable to help. Take Paste. Let's find out what is being stored in China. He also knows. Save Myanmar",,
p20210215_20210221_0189,"ဓနုဖွူ မတျပဲ, စပါး တောငျသူမြားစုံဆညျးရာ",,1.69E+15,97209,2021-02-18 14:30:02 MMT,Native Video,371,1,60,4,0,0,0,0,1,https://www.facebook.com/groups/1690431714554320/permalink/2802329593364521,,,#VALUE!,,
p20210215_20210221_0190,သဈခှနှငျ့ပနျးအလှကမ်ဘာ,,635825220096784,45555,2021-02-16 18:35:16 MMT,Photo,466,50,34,60,11,0,0,0,1,https://www.facebook.com/groups/635825220096784/permalink/1400529600293005,ပျားအုံသစ်ခွပန်းလို့ခေါပါတယ်ဗျာ,ပျားအုံသစ်ခွပန်းလို့ခေါပါတယ်ဗျာ,It's a bonus for a new hive,,
