ID,IsPost,IsBoostedPost,Page/Group Name,Page Id,Page/Group List,Post URL,Comment URL,Commenter Profile URL,unicode,Google Translated,Date,Time,Post Type,machines,inputs,govt,markets,agriadvice,sustainability,development,farmers' achivements,farmers' struggles,live trading scenes,quiz/lucky draw/entertainment,ad,other,promotion,crtique,humor,anti-china,hatespeech,unverified info,scam,clickbait,Coding justification,Comment remarks,Post remarks,Link,Like,Love,Sad,Haha,Wow,Angry,Care,Share,Comment,Replies
c20210301_20210308_0161,FALSE,,,,p.farming,https://www.facebook.com/SSSforestry/posts/780218235947459,https://www.exportcomments.com/done/0ec5eadb-b40b-4aff-b506-bad13f7c6abf/preview/780223339280282,https://www.facebook.com/profile.php?id=100009939916918,မန္တလေး မှာ စိုက် ရ လား ရှင့်,Do you want to plant in Mandalay?,2021-03-02,8:48:51,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
c20210301_20210308_0162,FALSE,,,,p.farming,https://www.facebook.com/SSSforestry/posts/780218235947459,https://www.exportcomments.com/done/0ec5eadb-b40b-4aff-b506-bad13f7c6abf/preview/780224582613491,https://www.facebook.com/profile.php?id=100028383270349,ရှမ်း ပြည် ရောက် တုန်း ကစား ခဲ့ ရ တယ် အာ့ အသီး ချဥ် ပြုံး ပြုံးရယ်,I had to play when I was in Shan State,2021-03-02,8:51:13,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
c20210301_20210308_0163,FALSE,,,,p.farming,https://www.facebook.com/SSSforestry/posts/780218235947459,https://www.exportcomments.com/done/0ec5eadb-b40b-4aff-b506-bad13f7c6abf/preview/780232692612680,https://www.facebook.com/profile.php?id=100035037964927,အပင် မျိုး ဘယ် မှာ ဝယ် လို့ ရ ပါ သ လည်း ရှင်,Where can I buy plants?,2021-03-02,9:16:31,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
c20210301_20210308_0164,FALSE,,,,p.farming,https://www.facebook.com/SSSforestry/posts/780218235947459,https://www.exportcomments.com/done/0ec5eadb-b40b-4aff-b506-bad13f7c6abf/preview/780234819279134,https://www.facebook.com/profile.php?id=100059840558440,အရမ်း ကြိုတ် တာ ထိုင်း မှာ စား ဖူး တယ် 😋,I used to eat it in Thailand ကြို,2021-03-02,9:22:34,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
p20210301_20210308_0165,TRUE,,စိုက်ပျိုးရေးသိပ္ပံ-ပျဉ်းမနား,113425945899612,p.farming,https://www.facebook.com/stateagriculturalinstitutepyinmana/posts/863639134211619,,facebook.com/113425945899612,nan,nan,2021-03-04,10:11:53,photo,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/htoo.thewanderlust/photos/a.473037662906272/2021367094739980/?type=3,29,7,1,0,0,1,0,3,0,
p20210301_20210308_0166,TRUE,,SSS စိုက္ပ်ိဳးေရးဝန္ေဆာင္မႈ လုပ္ငန္း,314030312566256,p.farming,https://www.facebook.com/SSSforestry/posts/779594782676471,,facebook.com/314030312566256,အီး အမ် ပြုလုပ် ဖို့ အလွယ် မှတ်သား ရန် အီး အမ် မှာ အဓိက ပါ ၀င် တာ ၁ ။ LAB လက် တစ် အက်စစ် ဘက် တီး ရီး ယား ၂ ။ PB အသီး အရွက် အချဉ်ဖောက် ရည် ၃ ။ Yeast တဆေး ၁ ။ LAB လက် တစ် အက်စစ် ဘက် တီး ရီး ယား LAB ဖော် ဖို့ ဆန် ဆေးရည် ( ပထမ အကြိမ် ဆေးရည် ကို ယူ ပါ ။ ) ၁၀၀ စီ စီ လောက် ယူ ပြီး ရေ သန့် ဘူး သေး ( အချို ရည် ဘူး သေး လဲ ရ ပါ တယ် ) ၃၀၀ စီ စီ ဆန့် သို့မဟုတ် ၅၀၀ စီ စီ စန့် ဘူး သေး နှင့် ထည့် ပြီး လေလုံ အောင် အဖုံး ပြန် ပိတ် ၍ အေး ၍ အရိပ်ရ သော ပုံမှန် အခန်း အပူချိန် မှာထား ပါ ။ ၃ ရက် မှ ၅ ရက် အတွင်း အပေါ် လွှာ တင်း လာ ပြီး မှို မျှင် အနည်းငယ် ရှိ လာ ရင် အဲ့ အလွှာ ပါး ဖယ် ပြီး အောက် က အရည် ကို စစ် ယူ ပါ ။ ဆန် ဆေးရည် ၃ ~ ၅ ရက် စိမ်ရည် ကို နွားနို့ ၁၀ ဆ ရော ပါ ။ လေဟာနယ် မရှိ စေ ရ ။ ဆို တော့ ၁ လီတာ ဆန့် ရေ သန့် ဘူး ကို ဆန် ဆေးရည် ၃ ~ ၅ ရက် စိမ်ရည် ၁၀၀ စီ စီ ကို နွားနို့ ၅၀ သား နီးပါး ခန့် ထည့် ရော ပါက အ ပြည့် ရ ပါ လိမ့် မယ် ။ အဲ့ ဒါကို အဖုံး ပိတ် ပြီး ၂ ~ ၃ ရက် ခန့် ထပ် ထား ပါ ။ လေ ကန် ဘား သို့မဟုတ် အပေါက် အသေး ငယ် ကို ရာဘာ လက်အိတ် အပျော့ စွပ် ထား ရင် လဲ ရ ပါ တယ် ။ အခြေအနေ ကောင်း ရင် ၁ ရက် နဲ့ ကို ရ ပါ တယ် ။ အပေါ် လွှာ တ ၀က် ကျော် က ဒိန်ချဉ် ဖြစ် သွား ပြီး အောက်မှာ အဝါ ရောင် အရည် က LAB ပါ ပဲ ။ ဒိန်ချဉ် ကို ဖယ် ပြီး အဝါ ရောင် အရည် ကို စစ် ယူ ပြီး ပုလင်း အ သန့် ထဲ သက်သက် ထည့် ရင် LAB ရ ပါ ပြီ ။ ဒိန်ချဉ် စိတ် သန့် ရင် စား နိုင် ပါ တယ် ။ ကျနော် သား နဲ့ သမီး ကတော့ ကျနော် အီး အမ် လုပ်တိုင်း ဒိန်ချဉ် တွေ ကို မြိန် ရည် ရှက် ရည် စား နေကျ ပါ ပဲ ။ ၂ ။ PB အသီး အရွက် အချဉ်ဖောက် ရည် PB ကတော့ အသီး ချဉ် ဖောက် ရည် ပါ ပဲ ။ လုပ်နည်း ကတော့ အသီး တွေ အနေ နဲ့ အ မှည့် လွန် ပြီး ပျော့ နေ ပြီ ဖြစ် တဲ့ အဝါ ရောင် ပါ တဲ့ မ ချဉ် သော အသီး တွေ ကို သုံး နိုင် ပါ တယ် ။ ငှက်ပျော သီး ၊ သင်္ဘော သီး ၊ ရွှေဖရုံ သီး ၊ ရဲယို သီး ၊ စ တာ တွေ ကို အခွံ ပါ ထည့် နိုင် ပါ တယ် ။ လက်သည်းခွံ အရွယ် လေး တွေ အတုံး လေး တုံး နိုင် ရင် ပို ကောင်း ပါ တယ် ။ အရမ်း ပျော် နေ ရင် လဲ လက် နဲ့ ဖြစ် ညစ် ပေး ရင် ရ ပါ တယ် ။ အသီး တ မျိုး ကို ၁၀ ကျပ်သား စီ လောက် ထည့် ပါ ။ နမူနာ အနေ နဲ့ ကတော့ ငှက်ပျော သီး ၊ သင်္ဘော သီး ၊ ရွှေဖရုံ သီး တို့ ကို ရော မွှေ ထည့် ပါ ။ ၁၀ ကျပ်သား စီ ပေါ့ ။ အရွက် အနေ နဲ့ ဘိ စပ် ၊ နေကြာ ရိုင်း ၊ စ တဲ့ ဒေသ အလိုက် ပေါများ ပြီး အရည်ရွှမ်း တဲ့ ရောဂါကင်း တဲ့ ၊ အရွက် တွေ ကို ၂၀ သား လောက် သုံး နိုင် ပါ တယ် ။ မနက် ခင်း အစော ခူး ပါ ။ မ ခူး မီ ၃ ရက် အတွင်း မိုး မ ရွာ ထား ရ ပါ ။ ကြက်ဥ ၃ လုံး ခန့် အခွံ ပါ ထည့် ပါ ။ အသီး ၃ မျိုး ၃၀ သား ခန့် ၊ အရွက် တ မျိုး မှ ၂ မျိုး ၂၀ သား ခန့် သာ အားလုံး ရော ပြီး လိုအပ် မှ ရေ သန့် ၁ လီတာ သာ ထည့် ပါ ။ အရည် မှည့် ပျော် နေ သော အသီး တွေ ရ ပါက ရေ ထပ် ထည့် ရန် မ လို ပါ ။ အသီး အရွက် အလေးချိန် စုစုပေါင်း ရဲ့ တ ၀က် ခန့် ကို အချို ရည် ထည့် ရ ပါ မယ် ။ ထန်းလျက် ရည် ၊ သကာရည် ၃၀ ကျပ်သား ခန့် ထည့် နိုင် ပါ တယ် ။ တီ ကောင် တွေ က စွန့် ပစ်လိုက် တဲ့ အညစ် ကြေး ဖြစ် တဲ့ တီ ဆွေး ရည် ကို ၁၀ - ၂၀ ကျပ်သား ခန့် ထည့် နိုင် ရင် ပို ကောင်း ပါ မယ် ။ စဉ့် အိုး အတွင်း တ ၀က် ခန့် သာ အဆိုပါ ပစ္စည်း တွေ ထည့် ပြီး လေလုံ အောင် ပ လက်စ တစ် ဖြင့် စည်း အုပ် ထား ပါ ။ ၃ ရက် ၄ ရက် တ ကြိမ် နှံ့ အောင် မွှေး ပေး ပါ ။ အိုး သေး ရင် အပြင် က လှုပ် ပေး လဲ ရ ပါ တယ် ။ ဖြစ် နိုင် ရင် တော့ အလင်း ဖောက် ဖန် ပုလင်း အကြီး နဲ့ လုပ် နိုင် ရင် ပို ကောင်း တဲ့ ရလဒ် ကို ရ ပါ လိမ့် မယ် ။ ၃ ပတ် မှ ၄ ပတ် ဆို ရင် PB ရ ပါ ပြီ ။ အရည် ကို စစ် ယူ ပါ ။ တဆေး ကပ ရ ဆေးဆိုင် တွေ ရ ပါ တယ် ။ လက်ဖက်ရည်ဇွန်း တ ဇွန်း ဆို ရ ပါ ပြီ ။ LAB တ လီတာ ၊ PB တ လီတာ ဆို တဆေး တ ဇွန်း နဲ့ ထန်းလျက် ရည် တ လီတာ ထည့် ပြီး အေး ၍ အရိပ်ရ သော နေရာ မှာထား ပါ ။ အီး အမ် မူလ ပျော်ရည် ကို လွယ်ကူ စွာ လုပ် ပြီး ရယူ နိုင် ပါ ပြီ ။ EM1 လို့ ကျနော် က ဒေါက်တာ ဟီး ဂါး ရဲ့ မူ အတိုင်း နာ မယ် ပေးလိုက် ပါ တယ် ။ မူလ အီး အမ် ပျော်ရည် ကို အရင်က ဂျပန် က နေသာ မှာ ယူ နေ ပြီး ဒီ ရောက် မှ ဓာတ်ခွဲခန်း တွေ မှာ အီး အမ် 1 ကို ပြန်လည် ဖော်စပ် တာ ပါ ။ ကျနော် အနေ နဲ့ လွန် ခဲ့ တဲ့ ၄ နှစ် ကျော် ကတည်းက အင် တာ နက် ၀က် ဆိုဒ် များ မှ ကိုယ်တိုင် ကြိုးစား ရှာဖွေ သော လည်း ဒီလို လုပ် ရင် အီး အမ် ရ ပါ တယ် ဆို တာ မျိုး မ တွေ့ ခဲ့ ပါ ။ စာ တွေ လဲ မ ဖတ် ခဲ့ ရ ပါ ။ စော ငု ဝါ အနေ နဲ့ ရေးသား တာ ရှိ ပေမယ့် အီး အမ် မူလ ပျော်ရည် ကို ဆင့် ပွား နည်း သာ ဖော်ပြ တာ မျိုးရှိ ပါ တယ် ။ ဒေါက်တာ ဟီး ဂါး ရဲ့ တွေ့ ရှိ ချက် တွေ ကို onlinewebsite တွေ မှာ လဲ အရိပ်အမြွက် သာ ဖော်ပြ ထား ပြီး ဆက် ၍ လေ့လာ ပြီး ကိုယ်တိုင် စမ်းသပ် တွေ့ ရှိ ချက် များ ကို အခြေခံ ကာယ ခု လက်ရှိ ဖော်ပြ နည်း ကို တောင်သူ အများ လွယ်ကူ သိရှိ စေ ဖို့ အွန် လိုင်း ပေါ် ဝေငှ ခဲ့ တာ ကြာ ပါ ပြီ ။ အခု အလွယ် နည်း ကို ရေးသား ခဲ့ ပါ တယ် ။ အားလုံး အဆင်ပြေ ကြ ပါစေ ။ EM1 ကို ပြုလုပ် ရန် LAB တ ဆ ၊ PB တ ဆ ၊ တဆေး တ ရာ ပုံ တ ပုံ သာ ၊ ထန်းလျက် ရည် ၂ ဆ ၊ ရေ အဆ (LAB+PB ၂ မျိုး ပေါင်း ရဲ့ ၂၀ ဆ ) ဥပမာ အား ဖြင့် LAB တ လီတာ ၊ PB တ လီတာ ၊ တဆေး တ ဇွန်း ၊ ထန်းလျက် ရည် ၂ လီတာ ၊ ရေ ၄၀ လီတာ ။ အချိုး အတိုင်း ရောစပ် ပြီး အားလုံး ဆန့် မယ့် အိုး သို့မဟုတ် ရေဘူး ( လေဟာနယ် တတ်နိုင် သမျှ နဲ ရ မည် ) အတွင်း ထည့် ပြီး အဖုံး ပိတ် လေ ကန် ဘား သုံး ပါ ။ သို့မဟုတ် အပေါက် ခဲတံ လုံး ထက် နဲ နဲ ကျယ် ကျယ် ဖောက် ပြီး ရာဘာ ပူဖောင်း / လက်အိတ် စွပ် ပြီး အပ် ပေါက် ခန့် ဖောက် ပေး ပါ ။ ဆိုလို တာ အပြင် က လေ အထဲ မ ၀င် စေ ဘဲအ ထဲက ထွက် တဲ့ gas အပြင် ကို ထွက် စေ ဖို့ ပါ ။ ၄ ရက် မှ ၁ ပတ် အတွင်း မှာ အီး အမ် 1 ကို ရ ပါ ပြီ ။ အေး ၍ အရိပ်ရ တဲ့ နေရာ မှာထား ပါ ။ ၃ လ မှ ၆ လ အထိ ခံ ပါ လိမ့် မယ် ။ မှတ်ချက် gas ကို ထုတ်ထုတ် ပေး ဖို့ တော့ လို ပါ လိမ့် မယ် ။ အဆိုပါ ရာဘာ ပူဖောင်း / လက်အိတ် စွပ် ပြီး အပ် ပေါက် ခန့် ဖောက် ပြီး ထား ရင် လဲ အဆင်ပြေ ပါ တယ် ။ အ သင့် သုံး အီး အမ် ပြုလုပ် ရန် အီး အမ် 1 ကို ရေ အဆ ၁၀၀ မှ ၃၀၀ အထိ ရော ပြီး မျိုးစေ့ စိမ် ရန် ၊ ပျိုး ပင် ငယ် ဖြန်း ရန် ၊ ရာသီ သီးနှံ ၊ နှစ် ရှည် ပင် ဖြန်း ရန် ၊ တခြား အားဆေး များ နှင့် ဖြန်း ရန် ဥာဏ် ရှိ သလို သုံး နိုင် ပါ ကြောင်း ဖော်ပြ လိုက် ရ ပါ တယ် ။ Credit,-,2021-03-01,4:28:58,photo,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/SSSforestry/photos/a.314031775899443/779594492676500/?type=3,528,3,0,0,0,0,0,332,5,
c20210301_20210308_0167,FALSE,,,,p.farming,https://www.facebook.com/SSSforestry/posts/779594782676471,https://www.exportcomments.com/done/c79a80a2-d0c7-40da-831c-449d56d1d925/preview/779644482671501,https://www.facebook.com/profile.php?id=100025201892771,တီ ရေ က .. ဝယ် ရတာ လား ကိုယ်တိုင် လုပ် ရတာ လား . ရှင်း ပြ စေ ချင် ပါ တယ် ကျေ ဇူး ပါ ဗျ,Do you have to buy it or do it yourself? Please explain. Thank you,2021-03-01,7:03:27,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
c20210301_20210308_0168,FALSE,,,,p.farming,https://www.facebook.com/SSSforestry/posts/779594782676471,https://www.exportcomments.com/done/c79a80a2-d0c7-40da-831c-449d56d1d925/preview/779654642670485,https://www.facebook.com/profile.php?id=100042910877844,တ စေး က အရက် ချက် တဲ့ နေရာ မှာ သုံး တာ နဲ အတူတူ ဘဲ လာ,It comes in the same way as yeast used in brewing,2021-03-01,7:35:41,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
c20210301_20210308_0169,FALSE,,,,p.farming,https://www.facebook.com/SSSforestry/posts/779594782676471,https://www.exportcomments.com/done/c79a80a2-d0c7-40da-831c-449d56d1d925/preview/779876752648274,https://www.facebook.com/profile.php?id=100022356191685,ဗုံး လုပ်နည်း ဘဲ လို တယ် TNT,"You just need to make a bomb, TNT",2021-03-01,16:32:02,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
p20210301_20210308_0189,TRUE,,စိုက္ပ်ိဳးေရးနည္းပညာအရင္းအျမစ္,258819798340502,g.farming,https://www.facebook.com/groups/258819798340502/permalink/723912188497925,,facebook.com/258819798340502,nan,nan,2021-03-02,11:36:25,photo,,,,,,,,,,,,,,,,,,,,,,,,,,642,7,0,0,1,0,0,45,27,
c20210301_20210308_0190,FALSE,,,,g.farming,https://www.facebook.com/groups/258819798340502/permalink/723912188497925,https://www.exportcomments.com/done/59b317c0-d249-4330-8c3d-06e41ef9afce/preview/723926851829792,https://www.facebook.com/profile.php?id=100011405762032,ဘယ်လို ဆက်သွယ် ရ မ လည်း,How to contact?,2021-03-02,12:04:50,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,,,,,,,,,0
c20210301_20210308_0191,FALSE,,,,g.farming,https://www.facebook.com/groups/258819798340502/permalink/723912188497925,https://www.exportcomments.com/done/59b317c0-d249-4330-8c3d-06e41ef9afce/preview/723927031829774,https://www.facebook.com/profile.php?id=100043946903319,မတ်ပဲ တွေ အသီး ပွင့် ဝင် ရင် အပင် တွေ က ဝါ ပြီး သေ ကုန် တယ် ဗျာ,"When the peas bear fruit, the plants turn yellow and die",2021-03-02,12:05:16,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,,,,,,,,,0
c20210301_20210308_0192,FALSE,,,,g.farming,https://www.facebook.com/groups/258819798340502/permalink/723912188497925,https://www.exportcomments.com/done/59b317c0-d249-4330-8c3d-06e41ef9afce/preview/723959235159887,https://www.facebook.com/profile.php?id=100041292313275,သေင်္ဘာ စေ့ မျိုး ပျိုး နည်း လေး သိ ချင် ပါ တယ် ဗျာ .......,I would like to know how to plant ship seeds .......,2021-03-02,13:18:15,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,,,,,,,,,0
c20210301_20210308_0193,FALSE,,,,g.farming,https://www.facebook.com/groups/258819798340502/permalink/723912188497925,https://www.exportcomments.com/done/59b317c0-d249-4330-8c3d-06e41ef9afce/preview/724573768431767,https://www.facebook.com/profile.php?id=100010883025355,အ ကို မင်္ဂ ပါ ရေ ငံ နေ လို့ ဘယ်လို လုပ် ရ မ လည်း သိ သလောက် မန်း ခဲ ပါ အုန်း,You know how to do it because you are thirsty,2021-03-03,14:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,,,,,,,,,0
p20210301_20210308_0194,TRUE,,ျမန္မာႏိုင္ငံ ဖရဲ သခြားေမႊးႏွင့္ သစ္သီးပို႔ကုန္လုပ္ငန္းရွင္မ်ားအဖြဲ႔,1713966462236536,g.farming,https://www.facebook.com/groups/1713966462236536/permalink/2592329984400175,,facebook.com/1713966462236536,ဒီနေ့ ဈေး နဲ့ ဝယ် လက်ကတော့ အားရ စ ရား ပဲ 1.3.2185540000+61000 အားလုံး အ စင် ပြေ ကြ ပါစေ ။,Today's price and buy are welcome 1.3.2185540000 61000 All is well.,2021-03-01,7:00:23,native_video,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/groups/1713966462236536/permalink/2592329984400175/,790,3,0,1,2,0,0,277,25,
c20210301_20210308_0196,FALSE,,,,g.farming,https://www.facebook.com/groups/1713966462236536/permalink/2592329984400175,https://www.exportcomments.com/done/01899fd1-f60a-4e72-9bb9-f880ed5a40cb/preview/2592342901065550,https://www.facebook.com/profile.php?id=100016211322657,တက် လွာ ပီ 1.3.2020,Tesla 1.3.2020,2021-03-01,7:34:59,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,,,,,,,,,0
c20210301_20210308_0197,FALSE,,,,g.farming,https://www.facebook.com/groups/1713966462236536/permalink/2592329984400175,https://www.exportcomments.com/done/01899fd1-f60a-4e72-9bb9-f880ed5a40cb/preview/2592343691065471,https://www.facebook.com/profile.php?id=100058742196140,နေတိုင်း တင် ပေး ပါ,Submit daily,2021-03-01,7:36:27,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
c20210301_20210308_0198,FALSE,,,,g.farming,https://www.facebook.com/groups/1713966462236536/permalink/2592329984400175,https://www.exportcomments.com/done/01899fd1-f60a-4e72-9bb9-f880ed5a40cb/preview/2592347534398420,https://www.facebook.com/profile.php?id=100061835762765,40000.61000 ဘာ ကို ပြော တာ လည်း သိ ဘူး ဗျ,40000.61000 I do not know what you mean,2021-03-01,7:47:23,,,,,,,,,,,,,,,,,,,,,,,,,,-,2,,,,,,,,,0
p20210301_20210308_0199,TRUE,,စိုက္ပ်ဳိးေရး နည္းပညာစနစ္သစ္ အေတြၾကံဳ မ်ားမ်ွေ၀နိုင္,1628446194055226,g.farming,https://www.facebook.com/groups/1628446194055226/permalink/2954981744734991,,facebook.com/1628446194055226,nan,nan,2021-03-06,6:24:34,link,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/100054313089554/posts/230806698739765/,1173,12,0,1,0,0,5,142,3,
p20210301_20210308_0203,TRUE,,ပဲတီစိမ်း မတ်ပဲ စိုက်ပျိုးသူများဆုံဆည်းရာ,337903876593306,g.farming,https://www.facebook.com/groups/337903876593306/permalink/1546016465782035,,facebook.com/337903876593306,ဈေး နူန်း တွေ သိ ချင် ရင် မိတ်ဆွေ တို့ ....Page ထဲး ဝင် ပြီး page ကို Like လုပ် ထား ပေး ပါ ။,"If you want to know the prices, please go to the page and like the page.",2021-03-06,14:58:40,link,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/109377947871323,597,4,0,0,0,0,0,13,19,
c20210301_20210308_0205,FALSE,,,,g.farming,https://www.facebook.com/groups/337903876593306/permalink/1546016465782035,https://www.exportcomments.com/done/24bdd5ae-2080-4885-a841-4b73cf3b9e0c/preview/1546355185748163,https://www.facebook.com/profile.php?id=100030755293974,ဒီ နေ ပဲ ဘယ် ဈေး ရှိ လဲ,What is the price today?,2021-03-07,4:17:16,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
c20210301_20210308_0206,FALSE,,,,g.farming,https://www.facebook.com/groups/337903876593306/permalink/1546016465782035,https://www.exportcomments.com/done/24bdd5ae-2080-4885-a841-4b73cf3b9e0c/preview/1546399909077024,https://www.facebook.com/profile.php?id=100034620797478,ပဲ ရင်း ဘယ် ဈေး လောက် ရှိ ပါ သလဲ ဗျ,What is the price of beans?,2021-03-07,5:57:36,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
c20210301_20210308_0207,FALSE,,,,g.farming,https://www.facebook.com/groups/337903876593306/permalink/1546016465782035,https://www.exportcomments.com/done/24bdd5ae-2080-4885-a841-4b73cf3b9e0c/preview/1546470019070013,https://www.facebook.com/profile.php?id=100042015962314,ဗျော ထွန်း မျုိး ရောင်း ဘို့ ရှိ လား,Are there any for sale?,2021-03-07,8:18:41,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
p20210301_20210308_0208,TRUE,,တီထြင္ဖန္တီး စိုက္ပ်ိဳးနည္းမ်ား မ်ွေဝရာ,881117928599328,g.farming,https://www.facebook.com/groups/881117928599328/permalink/4024582640919492,,facebook.com/881117928599328,nan,nan,2021-03-06,12:03:25,native_video,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/xcemyanmarpride/videos/1614004722324048/,289,255,0,0,0,0,0,50,3,
c20210301_20210308_0209,FALSE,,,,g.farming,https://www.facebook.com/groups/881117928599328/permalink/4024582640919492,https://www.exportcomments.com/done/01a9791d-0774-437d-a54a-96515b7f9dbf/preview/4024633904247699,https://www.facebook.com/profile.php?id=100005853278865,ဒီမှာ ထောက်ခံ ရင် သူတို့ က လာ မှာ လား ။ အရေးပါ တာ ပဲ လုပ် စေ ချင် ပါ တယ် ဗျာ ။,"If they support me here, will they come? I want you to do what is important.",2021-03-06,12:30:43,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
c20210301_20210308_0210,FALSE,,,,g.farming,https://www.facebook.com/groups/881117928599328/permalink/4024582640919492,https://www.exportcomments.com/done/01a9791d-0774-437d-a54a-96515b7f9dbf/preview/4024945790883177,https://www.facebook.com/profile.php?id=100028598259301,စောက် ရေး မ ပါ တာ တွေ လုပ် ပြီး like လိုချင် တဲ့ ကောင် က တစ် မျိုး,The kind of guy who wants to do things that aren't written and like,2021-03-06,15:01:16,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
p20210301_20210308_0211,TRUE,,ျမန္မာႏိုင္ငံ ဖရဲ သခြားေမႊးႏွင့္ သစ္သီးပို႔ကုန္လုပ္ငန္းရွင္မ်ားအဖြဲ႔,1713966462236536,g.farming,https://www.facebook.com/groups/1713966462236536/permalink/2592345147731992,,facebook.com/1713966462236536,nan,nan,2021-03-01,7:40:40,native_video,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/groups/1713966462236536/permalink/2592329984400175/,668,4,0,2,1,0,0,116,35,
c20210301_20210308_0212,FALSE,,,,g.farming,https://www.facebook.com/groups/1713966462236536/permalink/2592345147731992,https://www.exportcomments.com/done/3151314a-2881-4157-9caf-eebcb7050954/preview/2592362364396937,https://www.facebook.com/profile.php?id=100063426999487,ကျေးဇူး ပါ နေ့ တိုင်း တင် ပေး ပါ နော်,Thank you for posting every day,2021-03-01,8:19:54,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,,,,,,,,,0
c20210301_20210308_0213,FALSE,,,,g.farming,https://www.facebook.com/groups/1713966462236536/permalink/2592345147731992,https://www.exportcomments.com/done/3151314a-2881-4157-9caf-eebcb7050954/preview/2592874934345680,https://www.facebook.com/profile.php?id=100051928193139,နေတိုင်း တင် ပေပါ ရုင် ကျေးဇူးတင် ပါသည်,Thank you for posting every day,2021-03-02,2:45:44,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,,,,,,,,,0
c20210301_20210308_0214,FALSE,,,,g.farming,https://www.facebook.com/groups/1713966462236536/permalink/2592345147731992,https://www.exportcomments.com/done/3151314a-2881-4157-9caf-eebcb7050954/preview/2594535124179661,https://www.facebook.com/profile.php?id=100030758836047,ငွေ ဈေး လည်း တင် ပေး ပါ,Please send me the price,2021-03-04,11:26:43,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
p20210301_20210308_0216,TRUE,,ထြန္စက္သမားမ်ား ဆံုစည္းရာ,615264345684951,g.farming,https://www.facebook.com/groups/615264345684951/permalink/858773451334038,,facebook.com/615264345684951,nan,nan,2021-03-04,4:11:54,photo,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/photo.php?fbid=10157993598281616&set=p.10157993598281616&type=3,1238,41,2,1,3,2,7,155,21,
c20210301_20210308_0217,FALSE,,,,g.farming,https://www.facebook.com/groups/615264345684951/permalink/858773451334038,https://www.exportcomments.com/done/dd2e4389-71ed-4f5e-9e12-22de4cf09942/preview/858832137994836,https://www.facebook.com/profile.php?id=100058897343222,တစ် ကယ် လေးစား ပါ တယ် အ ကို တို့ 👏 🏻 👏 🏻 👏 🏻,I really respect you guys 👏 👏 🏻 🏻 👏 👏,2021-03-04,7:11:45,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
c20210301_20210308_0220,FALSE,,,,g.farming,https://www.facebook.com/groups/615264345684951/permalink/858773451334038,https://www.exportcomments.com/done/dd2e4389-71ed-4f5e-9e12-22de4cf09942/preview/859908154553901,https://www.facebook.com/profile.php?id=100044716446243,အ ဒါ နောက် က စ ပွန် စား ရှိ တယ်,And then there's the sponsor,2021-03-06,6:18:04,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
p20210301_20210308_0221,TRUE,,တီထြင္ဖန္တီး စိုက္ပ်ိဳးနည္းမ်ား မ်ွေဝရာ,881117928599328,g.farming,https://www.facebook.com/groups/881117928599328/permalink/4011919055519184,,facebook.com/881117928599328,nan,nan,2021-03-01,13:06:44,photo,,,,,,,,,,,,,,,,,,,,,,,,,,2111,178,1,20,10,1,13,299,52,
